,Nf,Ns,percentage_on_fire,trees_on_fire,total_area,min_fire_area,max_fire_area,median_fire_area,mean_fire_area,Density Trees,Fine,On fire
0,3,1,0.0004,4,10000,1,2,1.0,1.3333333333333333,0.9012,9008,4
1,5,2,0.0012,12,10000,1,5,1.0,2.4,0.9042,9030,12
2,4,3,0.0024,24,10000,1,18,2.5,6.0,0.9072,9048,24
3,2,4,0.0036,36,10000,1,35,18.0,18.0,0.9102,9066,36
4,3,5,0.0056,56,10000,1,54,1.0,18.666666666666668,0.9132,9076,56
5,5,6,0.0067,67,10000,1,62,1.0,13.4,0.9162,9095,67
6,2,7,0.01,100,10000,1,99,50.0,50.0,0.9192,9092,100
7,4,8,0.0138,138,10000,1,116,10.5,34.5,0.9222,9084,138
8,1,9,0.0191,191,10000,191,191,191.0,191.0,0.9252,9061,191
9,5,10,0.0256,256,10000,1,249,1.0,51.2,0.9282,9026,256
10,3,11,0.0337,337,10000,1,335,1.0,112.33333333333333,0.9312,8975,337
11,5,12,0.0395,395,10000,1,391,1.0,79.0,0.9342,8947,395
12,1,13,0.0464,464,10000,464,464,464.0,464.0,0.9372,8905,464
13,2,14,0.0555,555,10000,1,554,277.5,277.5,0.9399,8843,555
14,5,15,0.0636,636,10000,1,629,2.0,127.2,0.9428,8788,636
15,4,16,0.072,720,10000,1,717,1.0,180.0,0.9454,8731,720
16,6,17,0.0816,816,10000,1,811,1.0,136.0,0.9481,8660,816
17,5,18,0.0899,899,10000,1,893,1.0,179.8,0.9506,8601,899
18,10,19,0.0976,976,10000,1,958,2.0,97.6,0.953,8542,976
19,8,20,0.1047,1047,10000,1,1037,1.0,130.875,0.9548,8492,1047
20,7,21,0.1134,1134,10000,1,1118,1.0,162.0,0.9569,8429,1134
21,6,22,0.1191,1191,10000,1,1186,1.0,198.5,0.9593,8381,1191
22,10,23,0.1274,1274,10000,1,1259,1.0,127.4,0.9602,8303,1274
23,13,24,0.1354,1354,10000,1,1330,1.0,104.15384615384616,0.9607,8230,1354
24,14,25,0.1428,1428,10000,1,1406,1.0,102.0,0.9614,8163,1428
25,15,26,0.1493,1493,10000,1,1470,1.0,99.53333333333333,0.9621,8098,1493
26,17,27,0.1551,1551,10000,1,1530,1.0,91.23529411764706,0.9621,8037,1551
27,24,28,0.1607,1607,10000,1,1575,1.0,66.95833333333333,0.9618,7969,1607
28,25,29,0.166,1660,10000,1,1595,1.0,66.4,0.9606,7889,1660
29,39,30,0.1698,1698,10000,1,1602,1.0,43.53846153846154,0.9579,7815,1698
30,37,31,0.1796,1796,10000,1,1689,1.0,48.54054054054054,0.9543,7703,1796
31,45,32,0.1855,1855,10000,1,1677,1.0,41.22222222222222,0.9529,7624,1855
32,57,33,0.1921,1921,10000,1,1553,1.0,33.70175438596491,0.9509,7530,1921
33,56,34,0.2027,2027,10000,1,1645,1.0,36.19642857142857,0.9481,7402,2027
34,62,35,0.2118,2118,10000,1,1651,1.5,34.16129032258065,0.9459,7276,2118
35,74,36,0.219,2190,10000,1,1655,1.0,29.594594594594593,0.9424,7175,2190
36,89,37,0.2253,2253,10000,1,1723,2.0,25.314606741573034,0.9395,7071,2253
37,111,38,0.2338,2338,10000,1,1812,1.0,21.063063063063062,0.9354,6955,2338
38,112,39,0.2414,2414,10000,1,1846,2.0,21.553571428571427,0.9323,6835,2414
39,114,40,0.2503,2503,10000,1,1920,2.0,21.95614035087719,0.9279,6713,2503
40,110,41,0.2569,2569,10000,1,1992,1.0,23.354545454545455,0.9246,6613,2569
41,133,42,0.2629,2629,10000,1,2021,1.0,19.76691729323308,0.9212,6483,2629
42,154,43,0.2678,2678,10000,1,1950,1.0,17.38961038961039,0.9142,6370,2678
