,Nf,Ns,percentage_on_fire,trees_on_fire,total_area,min_fire_area,max_fire_area,median_fire_area,mean_fire_area,Density Trees,Fine,On fire
0,2,1,0.0002,2,10000,1,1,1.0,1.0,0.9061,9059,2
1,1,2,0.0005,5,10000,5,5,5.0,5.0,0.9091,9086,5
2,1,3,0.0011,11,10000,11,11,11.0,11.0,0.9121,9110,11
3,3,4,0.0024,24,10000,5,12,7.0,8.0,0.9151,9127,24
4,7,5,0.0049,49,10000,1,29,2.0,7.0,0.9181,9132,49
5,1,6,0.0084,84,10000,84,84,84.0,84.0,0.9211,9127,84
6,2,7,0.0106,106,10000,1,105,53.0,53.0,0.9241,9135,106
7,2,8,0.014,140,10000,1,139,70.0,70.0,0.9271,9131,140
8,2,9,0.0181,181,10000,1,180,90.5,90.5,0.9301,9120,181
9,1,10,0.0241,241,10000,241,241,241.0,241.0,0.9331,9090,241
10,2,11,0.0293,293,10000,1,292,146.5,146.5,0.9361,9068,293
11,2,12,0.0364,364,10000,1,363,182.0,182.0,0.9391,9027,364
12,3,13,0.0442,442,10000,1,440,1.0,147.33333333333334,0.9421,8979,442
13,1,14,0.0528,528,10000,528,528,528.0,528.0,0.9451,8923,528
14,3,15,0.0609,609,10000,1,606,2.0,203.0,0.9481,8871,609
15,2,16,0.0709,709,10000,1,708,354.5,354.5,0.951,8796,709
16,3,17,0.0822,822,10000,1,819,2.0,274.0,0.9535,8708,822
17,3,18,0.0932,932,10000,1,929,2.0,310.6666666666667,0.956,8621,932
18,2,19,0.108,1080,10000,2,1078,540.0,540.0,0.9583,8498,1080
19,4,20,0.1193,1193,10000,1,1189,1.5,298.25,0.9608,8408,1193
20,5,21,0.1318,1318,10000,1,1311,1.0,263.6,0.9631,8296,1318
21,4,22,0.1461,1461,10000,1,1458,1.0,365.25,0.9644,8168,1461
22,9,23,0.163,1630,10000,1,1617,1.0,181.11111111111111,0.9659,8008,1630
23,8,24,0.1803,1803,10000,1,1792,1.0,225.375,0.9668,7841,1803
24,12,25,0.1979,1979,10000,1,1964,1.0,164.91666666666666,0.9674,7679,1979
25,6,26,0.2139,2139,10000,1,2122,1.0,356.5,0.9688,7512,2139
26,7,27,0.2322,2322,10000,1,2313,1.0,331.7142857142857,0.9681,7327,2322
27,8,28,0.2519,2519,10000,1,2504,2.0,314.875,0.9679,7119,2519
28,10,29,0.2727,2727,10000,1,2700,1.0,272.7,0.9668,6880,2727
29,12,30,0.2935,2935,10000,1,2913,1.0,244.58333333333334,0.9637,6648,2935
30,18,31,0.3118,3118,10000,1,3035,2.0,173.22222222222223,0.9613,6445,3118
31,25,32,0.3346,3346,10000,1,3318,1.0,133.84,0.9593,6188,3346
32,27,33,0.3556,3556,10000,1,3491,1.0,131.7037037037037,0.9564,5938,3556
33,34,34,0.374,3740,10000,1,3657,1.0,110.0,0.9524,5711,3740
34,40,35,0.3941,3941,10000,1,3803,1.0,98.525,0.9481,5466,3941
35,33,36,0.4126,4126,10000,1,4027,1.0,125.03030303030303,0.9437,5223,4126
36,41,37,0.4335,4335,10000,1,4184,1.0,105.73170731707317,0.9379,4964,4335
37,49,38,0.4502,4502,10000,1,4395,1.0,91.87755102040816,0.9329,4716,4502
38,53,39,0.469,4690,10000,1,4535,1.0,88.49056603773585,0.9248,4452,4690
39,53,40,0.4811,4811,10000,1,4603,1.0,90.77358490566037,0.9172,4231,4811
40,77,41,0.4971,4971,10000,1,4644,1.0,64.55844155844156,0.9072,3985,4971
41,95,42,0.5092,5092,10000,1,4705,1.0,53.6,0.8986,3756,5092
42,116,43,0.5214,5214,10000,1,4668,1.0,44.94827586206897,0.8878,3496,5214
43,134,44,0.5269,5269,10000,1,4697,1.5,39.32089552238806,0.874,3311,5269
44,154,45,0.5371,5371,10000,1,4727,2.0,34.87662337662338,0.861,3105,5371
45,188,46,0.5435,5435,10000,1,4628,1.0,28.909574468085108,0.8506,2895,5435
46,206,47,0.5463,5463,10000,1,4315,2.0,26.519417475728154,0.836,2704,5463
47,233,48,0.5565,5565,10000,1,4300,2.0,23.88412017167382,0.8197,2459,5565
48,273,49,0.5611,5611,10000,1,4362,2.0,20.553113553113555,0.8054,2250,5611
49,298,50,0.5609,5609,10000,1,4261,2.0,18.822147651006713,0.7891,2085,5609
50,321,51,0.5684,5684,10000,1,4323,2.0,17.707165109034268,0.7724,1881,5684
51,363,52,0.5759,5759,10000,1,3860,2.0,15.865013774104684,0.7595,1649,5759
52,392,53,0.5764,5764,10000,1,3877,1.0,14.704081632653061,0.7438,1458,5764
53,425,54,0.5735,5735,10000,1,3792,2.0,13.494117647058824,0.7252,1303,5735
54,462,55,0.5695,5695,10000,1,3507,1.0,12.326839826839826,0.7068,1171,5695
55,518,56,0.5612,5612,10000,1,3550,1.0,10.833976833976834,0.6896,1049,5612
56,556,57,0.5522,5522,10000,1,3396,1.0,9.931654676258994,0.6691,971,5522
57,591,58,0.5399,5399,10000,1,3289,2.0,9.135363790186124,0.6523,894,5399
58,628,59,0.528,5280,10000,1,3138,1.0,8.40764331210191,0.6323,835,5280
59,640,60,0.5137,5137,10000,1,3061,1.0,8.0265625,0.6145,782,5137
60,666,61,0.4957,4957,10000,1,2799,1.0,7.442942942942943,0.5949,762,4957
61,713,62,0.4815,4815,10000,1,2556,1.0,6.7531556802244035,0.5749,701,4815
62,741,63,0.4635,4635,10000,1,2419,1.0,6.255060728744939,0.5546,696,4635
63,796,64,0.4443,4443,10000,1,1905,1.0,5.581658291457287,0.5361,707,4443
64,811,65,0.43,4300,10000,1,1770,1.0,5.302096177558569,0.518,684,4300
65,838,66,0.4087,4087,10000,1,1367,1.0,4.87708830548926,0.5014,701,4087
66,871,67,0.3887,3887,10000,1,1246,1.0,4.462686567164179,0.4818,736,3887
67,920,68,0.3689,3689,10000,1,601,1.0,4.0097826086956525,0.4653,791,3689
68,933,69,0.3568,3568,10000,1,519,1.0,3.8242229367631295,0.451,774,3568
69,952,70,0.3421,3421,10000,1,355,1.0,3.5934873949579833,0.4372,779,3421
70,975,71,0.3264,3264,10000,1,321,1.0,3.3476923076923075,0.423,802,3264
71,983,72,0.3107,3107,10000,1,330,1.0,3.160732451678535,0.4096,804,3107
72,1013,73,0.2937,2937,10000,1,290,1.0,2.8993089832181638,0.3941,834,2937
73,1028,74,0.2799,2799,10000,1,225,1.0,2.722762645914397,0.3801,845,2799
74,1029,75,0.2658,2658,10000,1,177,1.0,2.5830903790087465,0.3674,871,2658
75,1031,76,0.2544,2544,10000,1,167,1.0,2.4675072744907856,0.3559,901,2544
76,1019,77,0.2409,2409,10000,1,91,1.0,2.364082433758587,0.3475,931,2409
77,1013,78,0.2313,2313,10000,1,91,1.0,2.2833168805528135,0.337,950,2313
78,985,79,0.2245,2245,10000,1,50,1.0,2.279187817258883,0.3293,938,2245
79,979,80,0.2146,2146,10000,1,44,1.0,2.192032686414709,0.3213,968,2146
80,956,81,0.2048,2048,10000,1,77,1.0,2.1422594142259412,0.3144,998,2048
81,954,82,0.1976,1976,10000,1,42,1.0,2.0712788259958073,0.3076,1019,1976
82,941,83,0.1902,1902,10000,1,41,1.0,2.02125398512221,0.3025,1047,1902
83,927,84,0.1828,1828,10000,1,35,1.0,1.9719525350593312,0.2979,1072,1828
84,911,85,0.1759,1759,10000,1,35,1.0,1.9308452250274424,0.293,1089,1759
85,904,86,0.1682,1682,10000,1,35,1.0,1.8606194690265487,0.2878,1125,1682
86,878,87,0.1591,1591,10000,1,17,1.0,1.8120728929384966,0.2837,1159,1591
87,877,88,0.1547,1547,10000,1,17,1.0,1.7639680729760547,0.278,1172,1547
88,876,89,0.148,1480,10000,1,17,1.0,1.6894977168949772,0.2749,1214,1480
89,861,90,0.1421,1421,10000,1,11,1.0,1.6504065040650406,0.2724,1246,1421
90,835,91,0.1363,1363,10000,1,11,1.0,1.6323353293413174,0.2697,1275,1363
91,821,92,0.1328,1328,10000,1,11,1.0,1.6175395858708892,0.2668,1289,1328
92,802,93,0.1286,1286,10000,1,10,1.0,1.6034912718204488,0.2647,1317,1286
93,778,94,0.1251,1251,10000,1,10,1.0,1.6079691516709511,0.2633,1342,1251
94,756,95,0.123,1230,10000,1,10,1.0,1.626984126984127,0.2623,1366,1230
95,746,96,0.1213,1213,10000,1,10,1.0,1.626005361930295,0.2626,1378,1213
96,739,97,0.1182,1182,10000,1,10,1.0,1.5994587280108254,0.2621,1401,1182
97,720,98,0.1141,1141,10000,1,10,1.0,1.5847222222222221,0.2613,1428,1141
98,704,99,0.1105,1105,10000,1,10,1.0,1.5696022727272727,0.2599,1447,1105
99,681,100,0.1071,1071,10000,1,12,1.0,1.5726872246696035,0.2582,1467,1071
100,682,101,0.102,1020,10000,1,11,1.0,1.4956011730205279,0.2568,1507,1020
101,659,102,0.0976,976,10000,1,12,1.0,1.4810318664643398,0.2557,1534,976
102,643,103,0.0943,943,10000,1,10,1.0,1.4665629860031104,0.254,1564,943
103,634,104,0.0936,936,10000,1,10,1.0,1.476340694006309,0.2537,1581,936
104,619,105,0.0909,909,10000,1,8,1.0,1.4684975767366721,0.2547,1599,909
105,596,106,0.0889,889,10000,1,9,1.0,1.4916107382550337,0.2538,1622,889
106,589,107,0.0861,861,10000,1,10,1.0,1.461799660441426,0.2541,1657,861
107,568,108,0.0843,843,10000,1,9,1.0,1.4841549295774648,0.2548,1678,843
108,559,109,0.0817,817,10000,1,8,1.0,1.4615384615384615,0.2551,1714,817
109,558,110,0.082,820,10000,1,9,1.0,1.4695340501792116,0.2561,1727,820
110,544,111,0.0813,813,10000,1,10,1.0,1.494485294117647,0.2577,1747,813
111,528,112,0.0799,799,10000,1,10,1.0,1.5132575757575757,0.259,1768,799
112,515,113,0.0786,786,10000,1,10,1.0,1.5262135922330098,0.2597,1789,786
113,507,114,0.0785,785,10000,1,10,1.0,1.5483234714003944,0.2605,1805,785
114,497,115,0.0771,771,10000,1,10,1.0,1.551307847082495,0.262,1832,771
115,490,116,0.0759,759,10000,1,10,1.0,1.5489795918367346,0.2633,1852,759
116,478,117,0.0735,735,10000,1,10,1.0,1.5376569037656904,0.2641,1884,735
117,469,118,0.0712,712,10000,1,9,1.0,1.5181236673773988,0.2649,1915,712
118,459,119,0.0687,687,10000,1,9,1.0,1.4967320261437909,0.2657,1947,687
119,454,120,0.0668,668,10000,1,8,1.0,1.47136563876652,0.2664,1976,668
120,445,121,0.0659,659,10000,1,7,1.0,1.4808988764044944,0.2674,1992,659
121,436,122,0.0648,648,10000,1,7,1.0,1.4862385321100917,0.2681,2018,648
122,435,123,0.0647,647,10000,1,6,1.0,1.4873563218390804,0.2696,2036,647
123,429,124,0.0634,634,10000,1,6,1.0,1.4778554778554778,0.2713,2056,634
124,421,125,0.0622,622,10000,1,7,1.0,1.477434679334917,0.272,2075,622
125,408,126,0.0602,602,10000,1,10,1.0,1.4754901960784315,0.2727,2103,602
126,393,127,0.0593,593,10000,1,9,1.0,1.508905852417303,0.2735,2118,593
127,379,128,0.0571,571,10000,1,9,1.0,1.5065963060686016,0.2741,2146,571
128,372,129,0.0562,562,10000,1,9,1.0,1.510752688172043,0.2747,2166,562
129,360,130,0.0534,534,10000,1,9,1.0,1.4833333333333334,0.2758,2200,534
130,356,131,0.052,520,10000,1,8,1.0,1.4606741573033708,0.2764,2225,520
131,349,132,0.051,510,10000,1,11,1.0,1.4613180515759312,0.2775,2244,510
132,346,133,0.0497,497,10000,1,9,1.0,1.4364161849710984,0.2784,2274,497
133,342,134,0.0492,492,10000,1,10,1.0,1.4385964912280702,0.2801,2291,492
134,335,135,0.0464,464,10000,1,10,1.0,1.3850746268656717,0.2813,2319,464
135,302,136,0.0438,438,10000,1,8,1.0,1.4503311258278146,0.2813,2334,438
136,293,137,0.0423,423,10000,1,9,1.0,1.4436860068259385,0.2802,2359,423
137,284,138,0.0406,406,10000,1,8,1.0,1.4295774647887325,0.2812,2392,406
138,275,139,0.0384,384,10000,1,8,1.0,1.3963636363636365,0.2828,2425,384
139,258,140,0.0368,368,10000,1,8,1.0,1.426356589147287,0.2839,2447,368
140,246,141,0.0359,359,10000,1,8,1.0,1.4593495934959348,0.2845,2469,359
141,233,142,0.0332,332,10000,1,8,1.0,1.4248927038626609,0.2858,2503,332
142,224,143,0.0317,317,10000,1,7,1.0,1.4151785714285714,0.2865,2532,317
143,209,144,0.0286,286,10000,1,7,1.0,1.368421052631579,0.2879,2566,286
144,202,145,0.0279,279,10000,1,7,1.0,1.381188118811881,0.2882,2590,279
145,190,146,0.0256,256,10000,1,7,1.0,1.3473684210526315,0.2899,2619,256
146,178,147,0.0247,247,10000,1,7,1.0,1.3876404494382022,0.2905,2642,247
147,171,148,0.0238,238,10000,1,6,1.0,1.391812865497076,0.2919,2666,238
148,167,149,0.0233,233,10000,1,6,1.0,1.3952095808383234,0.2934,2690,233
149,151,150,0.0223,223,10000,1,6,1.0,1.4768211920529801,0.2953,2716,223
150,144,151,0.0214,214,10000,1,9,1.0,1.4861111111111112,0.2969,2738,214
151,133,152,0.0199,199,10000,1,8,1.0,1.4962406015037595,0.2982,2763,199
