,Nf,Ns,percentage_on_fire,trees_on_fire,total_area,min_fire_area,max_fire_area,median_fire_area,mean_fire_area,Density Trees,Fine,On fire
0,1,1,0.0005,5,10000,5,5,5.0,5.0,0.9041,9036,5
1,2,2,0.0007,7,10000,1,6,3.5,3.5,0.9071,9064,7
2,5,3,0.002,20,10000,1,10,2.0,4.0,0.9101,9081,20
3,3,4,0.0039,39,10000,1,32,6.0,13.0,0.9131,9092,39
4,2,5,0.0058,58,10000,1,57,29.0,29.0,0.9161,9103,58
5,1,6,0.0098,98,10000,98,98,98.0,98.0,0.9191,9093,98
6,2,7,0.0126,126,10000,1,125,63.0,63.0,0.9221,9095,126
7,1,8,0.0167,167,10000,167,167,167.0,167.0,0.9251,9084,167
8,5,9,0.0208,208,10000,1,203,1.0,41.6,0.9281,9073,208
9,3,10,0.0254,254,10000,1,247,6.0,84.66666666666667,0.9311,9057,254
10,4,11,0.0301,301,10000,1,287,6.5,75.25,0.9341,9040,301
11,2,12,0.0359,359,10000,1,358,179.5,179.5,0.9371,9012,359
12,3,13,0.0412,412,10000,1,409,2.0,137.33333333333334,0.9401,8989,412
13,4,14,0.0486,486,10000,1,481,2.0,121.5,0.9431,8945,486
14,5,15,0.0575,575,10000,1,568,2.0,115.0,0.9461,8885,575
15,6,16,0.07,700,10000,1,690,2.0,116.66666666666667,0.949,8786,700
16,6,17,0.078,780,10000,1,775,1.0,130.0,0.9516,8730,780
17,3,18,0.0891,891,10000,1,889,1.0,297.0,0.954,8641,891
18,5,19,0.0986,986,10000,1,981,1.0,197.2,0.9562,8568,986
19,10,20,0.1092,1092,10000,1,1083,1.0,109.2,0.9584,8481,1092
20,11,21,0.1187,1187,10000,1,1176,1.0,107.9090909090909,0.9603,8402,1187
21,12,22,0.1293,1293,10000,1,1277,1.0,107.75,0.9619,8310,1293
22,9,23,0.1402,1402,10000,1,1388,1.0,155.77777777777777,0.9633,8208,1402
23,12,24,0.1515,1515,10000,1,1479,2.0,126.25,0.964,8094,1515
24,16,25,0.1651,1651,10000,1,1617,1.0,103.1875,0.9639,7964,1651
25,12,26,0.1774,1774,10000,1,1743,1.0,147.83333333333334,0.9645,7837,1774
26,14,27,0.1918,1918,10000,1,1903,1.0,137.0,0.9641,7692,1918
27,12,28,0.2041,2041,10000,1,2024,1.0,170.08333333333334,0.964,7550,2041
28,14,29,0.217,2170,10000,1,2136,1.0,155.0,0.9621,7409,2170
29,18,30,0.2309,2309,10000,1,2275,1.0,128.27777777777777,0.9609,7251,2309
30,20,31,0.2471,2471,10000,1,2430,1.0,123.55,0.959,7066,2471
31,34,32,0.2603,2603,10000,1,2506,1.0,76.55882352941177,0.9567,6902,2603
32,37,33,0.2754,2754,10000,1,2670,1.0,74.43243243243244,0.9535,6720,2754
33,42,34,0.2901,2901,10000,1,2795,1.0,69.07142857142857,0.9504,6546,2901
34,47,35,0.3013,3013,10000,1,2890,1.0,64.1063829787234,0.9477,6373,3013
35,45,36,0.3127,3127,10000,1,3023,1.0,69.4888888888889,0.9416,6218,3127
36,50,37,0.3296,3296,10000,1,3166,1.0,65.92,0.9375,6007,3296
37,61,38,0.3415,3415,10000,1,3253,1.0,55.98360655737705,0.9333,5833,3415
38,65,39,0.3534,3534,10000,1,3353,1.0,54.36923076923077,0.9278,5652,3534
