,Nf,Ns,percentage_on_fire,trees_on_fire,total_area,min_fire_area,max_fire_area,median_fire_area,mean_fire_area,Density Trees,Fine,On fire
0,1,1,0.0004,4,10000,4,4,4.0,4.0,0.9043,9039,4
1,6,2,0.0006,6,10000,1,1,1.0,1.0,0.9073,9067,6
2,5,3,0.0013,13,10000,1,5,1.0,2.6,0.9103,9090,13
3,9,4,0.0019,19,10000,1,9,1.0,2.111111111111111,0.9133,9114,19
4,8,5,0.0033,33,10000,1,13,1.0,4.125,0.9163,9130,33
5,12,6,0.0043,43,10000,1,21,1.0,3.5833333333333335,0.9193,9150,43
6,7,7,0.0061,61,10000,1,40,1.0,8.714285714285714,0.9223,9162,61
7,11,8,0.0087,87,10000,1,75,1.0,7.909090909090909,0.9253,9166,87
8,9,9,0.012,120,10000,1,104,1.0,13.333333333333334,0.9283,9163,120
9,17,10,0.0161,161,10000,1,134,1.0,9.470588235294118,0.9313,9152,161
10,8,11,0.0231,231,10000,1,191,1.5,28.875,0.9343,9112,231
11,8,12,0.0279,279,10000,1,267,1.0,34.875,0.9373,9094,279
12,9,13,0.0346,346,10000,1,330,1.0,38.44444444444444,0.9403,9057,346
13,12,14,0.0409,409,10000,1,392,1.0,34.083333333333336,0.9433,9024,409
14,12,15,0.0483,483,10000,1,468,1.0,40.25,0.9463,8979,483
15,14,16,0.0561,561,10000,1,539,1.0,40.07142857142857,0.9492,8931,561
16,14,17,0.0666,666,10000,1,632,1.0,47.57142857142857,0.9522,8855,666
17,16,18,0.0755,755,10000,1,716,1.0,47.1875,0.9551,8792,755
18,11,19,0.0844,844,10000,1,820,1.0,76.72727272727273,0.9577,8730,844
19,13,20,0.0944,944,10000,1,932,1.0,72.61538461538461,0.9604,8651,944
20,9,21,0.1033,1033,10000,1,1019,1.0,114.77777777777777,0.9625,8582,1033
21,9,22,0.1143,1143,10000,1,1107,2.0,127.0,0.9645,8491,1143
22,21,23,0.1282,1282,10000,1,1231,1.0,61.04761904761905,0.9664,8367,1282
23,15,24,0.14,1400,10000,1,1359,1.0,93.33333333333333,0.9679,8262,1400
24,17,25,0.1536,1536,10000,1,1493,1.0,90.3529411764706,0.9692,8134,1536
25,21,26,0.1612,1612,10000,1,1565,1.0,76.76190476190476,0.97,8062,1612
26,25,27,0.1707,1707,10000,1,1647,1.0,68.28,0.9704,7963,1707
27,32,28,0.18,1800,10000,1,1744,1.0,56.25,0.97,7864,1800
28,33,29,0.192,1920,10000,1,1843,1.0,58.18181818181818,0.9694,7740,1920
29,31,30,0.2054,2054,10000,1,1978,1.0,66.25806451612904,0.969,7598,2054
30,29,31,0.2158,2158,10000,1,2074,1.0,74.41379310344827,0.9682,7481,2158
31,30,32,0.2266,2266,10000,1,2175,1.0,75.53333333333333,0.9669,7359,2266
32,38,33,0.2332,2332,10000,1,2191,1.5,61.36842105263158,0.9655,7249,2332
33,49,34,0.244,2440,10000,1,2277,1.0,49.795918367346935,0.9611,7125,2440
34,60,35,0.2513,2513,10000,1,2357,1.0,41.88333333333333,0.9595,7009,2513
35,64,36,0.2604,2604,10000,1,2369,1.0,40.6875,0.9552,6872,2604
36,73,37,0.2676,2676,10000,1,2397,1.0,36.657534246575345,0.9506,6763,2676
37,84,38,0.2737,2737,10000,1,2475,1.0,32.583333333333336,0.9469,6649,2737
38,96,39,0.2811,2811,10000,1,2476,1.0,29.28125,0.9416,6521,2811
39,98,40,0.2877,2877,10000,1,2466,1.0,29.357142857142858,0.9362,6403,2877
40,129,41,0.2926,2926,10000,1,2397,1.0,22.68217054263566,0.931,6284,2926
41,119,42,0.3006,3006,10000,1,2409,1.0,25.26050420168067,0.924,6137,3006
42,142,43,0.3096,3096,10000,1,2649,1.0,21.802816901408452,0.9173,5967,3096
43,169,44,0.3157,3157,10000,1,2479,1.0,18.680473372781066,0.9093,5837,3157
44,198,45,0.3279,3279,10000,1,2411,1.0,16.560606060606062,0.9024,5660,3279
45,215,46,0.336,3360,10000,1,2462,1.0,15.627906976744185,0.8969,5485,3360
46,238,47,0.3437,3437,10000,1,2413,1.0,14.441176470588236,0.8875,5339,3437
47,268,48,0.3548,3548,10000,1,2587,1.0,13.238805970149254,0.8806,5155,3548
48,296,49,0.3602,3602,10000,1,2576,1.0,12.16891891891892,0.8733,5018,3602
49,321,50,0.368,3680,10000,1,2531,1.0,11.46417445482866,0.865,4854,3680
50,331,51,0.3782,3782,10000,1,2666,1.0,11.425981873111782,0.8564,4669,3782
51,357,52,0.386,3860,10000,1,2722,1.0,10.81232492997199,0.8481,4494,3860
52,394,53,0.3959,3959,10000,1,2699,1.0,10.048223350253807,0.8384,4294,3959
53,421,54,0.4052,4052,10000,1,2790,1.0,9.624703087885985,0.8283,4091,4052
54,433,55,0.4128,4128,10000,1,2760,1.0,9.533487297921479,0.8173,3896,4128
55,443,56,0.4161,4161,10000,1,2850,1.0,9.392776523702032,0.8054,3750,4161
56,472,57,0.4213,4213,10000,1,2868,1.0,8.92584745762712,0.7941,3562,4213
57,523,58,0.4305,4305,10000,1,2949,1.0,8.231357552581262,0.7805,3355,4305
58,534,59,0.438,4380,10000,1,3016,1.0,8.202247191011235,0.769,3152,4380
59,582,60,0.4422,4422,10000,1,3037,1.0,7.597938144329897,0.7562,2972,4422
60,607,61,0.4495,4495,10000,1,3021,1.0,7.405271828665568,0.7424,2781,4495
61,643,62,0.4513,4513,10000,1,3035,1.0,7.018662519440125,0.7306,2636,4513
62,640,63,0.456,4560,10000,1,3120,1.0,7.125,0.7179,2457,4560
63,658,64,0.4564,4564,10000,1,3083,1.0,6.9361702127659575,0.7047,2315,4564
64,695,65,0.4554,4554,10000,1,3082,1.0,6.5525179856115106,0.6909,2170,4554
65,729,66,0.454,4540,10000,1,3026,1.0,6.227709190672154,0.6754,2044,4540
66,764,67,0.4536,4536,10000,1,2947,1.0,5.93717277486911,0.6614,1913,4536
67,800,68,0.4529,4529,10000,1,2939,1.0,5.66125,0.6479,1781,4529
68,812,69,0.45,4500,10000,1,2861,1.0,5.541871921182266,0.634,1665,4500
69,851,70,0.442,4420,10000,1,2736,1.0,5.193889541715628,0.6195,1591,4420
70,869,71,0.436,4360,10000,1,2610,1.0,5.017261219792865,0.6041,1481,4360
71,918,72,0.4314,4314,10000,1,2468,1.0,4.699346405228758,0.5871,1363,4314
72,941,73,0.4229,4229,10000,1,2314,1.0,4.494155154091392,0.5707,1287,4229
73,950,74,0.4143,4143,10000,1,2152,1.0,4.361052631578947,0.5546,1205,4143
74,964,75,0.4031,4031,10000,1,2078,1.0,4.181535269709544,0.5378,1154,4031
75,999,76,0.3907,3907,10000,1,1739,1.0,3.910910910910911,0.5215,1116,3907
76,1022,77,0.3816,3816,10000,1,1629,1.0,3.7338551859099804,0.5053,1061,3816
77,1048,78,0.3682,3682,10000,1,1558,1.0,3.513358778625954,0.4907,1034,3682
78,1051,79,0.3575,3575,10000,1,1481,1.0,3.401522359657469,0.4746,972,3575
79,1085,80,0.3463,3463,10000,1,1345,1.0,3.1917050691244238,0.4577,940,3463
80,1098,81,0.3364,3364,10000,1,852,1.0,3.063752276867031,0.4433,902,3364
81,1109,82,0.322,3220,10000,1,780,1.0,2.903516681695221,0.4296,900,3220
82,1111,83,0.3123,3123,10000,1,755,1.0,2.810981098109811,0.415,872,3123
83,1121,84,0.2972,2972,10000,1,689,1.0,2.6512042818911685,0.4025,892,2972
84,1132,85,0.2846,2846,10000,1,615,1.0,2.5141342756183747,0.3894,875,2846
85,1138,86,0.2734,2734,10000,1,556,1.0,2.4024604569420034,0.3751,879,2734
86,1152,87,0.2618,2618,10000,1,497,1.0,2.2725694444444446,0.3643,881,2618
87,1159,88,0.2525,2525,10000,1,461,1.0,2.178602243313201,0.3529,868,2525
88,1161,89,0.2447,2447,10000,1,423,1.0,2.1076658053402237,0.3423,860,2447
89,1178,90,0.2347,2347,10000,1,307,1.0,1.9923599320882852,0.3337,858,2347
90,1164,91,0.2238,2238,10000,1,286,1.0,1.922680412371134,0.3235,868,2238
91,1160,92,0.2152,2152,10000,1,195,1.0,1.8551724137931034,0.3136,875,2152
92,1166,93,0.2055,2055,10000,1,138,1.0,1.7624356775300172,0.3057,872,2055
93,1165,94,0.1993,1993,10000,1,113,1.0,1.7107296137339056,0.2957,864,1993
94,1130,95,0.1911,1911,10000,1,95,1.0,1.691150442477876,0.2887,872,1911
95,1101,96,0.1855,1855,10000,1,51,1.0,1.684831970935513,0.2813,846,1855
96,1081,97,0.178,1780,10000,1,33,1.0,1.6466234967622573,0.2731,858,1780
97,1076,98,0.1739,1739,10000,1,30,1.0,1.6161710037174721,0.2668,851,1739
98,1092,99,0.1674,1674,10000,1,35,1.0,1.532967032967033,0.262,869,1674
99,1077,100,0.1607,1607,10000,1,25,1.0,1.4921077065923862,0.2573,876,1607
100,1061,101,0.1569,1569,10000,1,14,1.0,1.478793590951932,0.2513,883,1569
101,1049,102,0.1533,1533,10000,1,13,1.0,1.46139180171592,0.2482,888,1533
102,1036,103,0.1488,1488,10000,1,13,1.0,1.4362934362934363,0.2451,892,1488
103,1019,104,0.1445,1445,10000,1,13,1.0,1.4180569185475957,0.241,895,1445
104,1004,105,0.1404,1404,10000,1,11,1.0,1.3984063745019921,0.237,898,1404
105,977,106,0.1363,1363,10000,1,8,1.0,1.3950870010235414,0.2332,906,1363
106,968,107,0.1308,1308,10000,1,8,1.0,1.3512396694214877,0.2299,921,1308
107,956,108,0.1274,1274,10000,1,7,1.0,1.3326359832635983,0.2259,926,1274
