,Nf,Ns,percentage_on_fire,trees_on_fire,total_area,min_fire_area,max_fire_area,median_fire_area,mean_fire_area,Density Trees,Fine,On fire
0,1,1,0.0003,3,10000,3,3,3.0,3.0,0.9033,9030,3
1,2,2,0.0004,4,10000,2,2,2.0,2.0,0.9063,9059,4
2,5,3,0.0007,7,10000,1,3,1.0,1.4,0.9093,9086,7
3,4,4,0.0015,15,10000,1,9,2.5,3.75,0.9123,9108,15
4,1,5,0.0036,36,10000,36,36,36.0,36.0,0.9153,9117,36
5,2,6,0.0053,53,10000,15,38,26.5,26.5,0.9183,9130,53
6,1,7,0.0074,74,10000,74,74,74.0,74.0,0.9213,9139,74
7,1,8,0.0106,106,10000,106,106,106.0,106.0,0.9243,9137,106
8,1,9,0.0157,157,10000,157,157,157.0,157.0,0.9273,9116,157
9,2,10,0.0203,203,10000,2,201,101.5,101.5,0.9303,9100,203
10,2,11,0.0269,269,10000,1,268,134.5,134.5,0.9333,9064,269
11,4,12,0.0325,325,10000,1,321,1.5,81.25,0.9363,9038,325
12,1,13,0.0391,391,10000,391,391,391.0,391.0,0.9393,9002,391
13,2,14,0.0467,467,10000,1,466,233.5,233.5,0.9423,8956,467
14,2,15,0.0575,575,10000,1,574,287.5,287.5,0.9453,8877,575
15,4,16,0.0669,669,10000,1,662,3.0,167.25,0.9482,8810,669
16,2,17,0.0769,769,10000,1,768,384.5,384.5,0.9509,8738,769
17,5,18,0.0872,872,10000,1,867,1.0,174.4,0.9537,8661,872
18,4,19,0.0954,954,10000,1,947,3.0,238.5,0.9563,8603,954
19,3,20,0.1117,1117,10000,1,1115,1.0,372.3333333333333,0.9587,8461,1117
20,2,21,0.1257,1257,10000,2,1255,628.5,628.5,0.9608,8337,1257
21,1,22,0.1397,1397,10000,1397,1397,1397.0,1397.0,0.9624,8210,1397
22,7,23,0.154,1540,10000,1,1518,2.0,220.0,0.9637,8071,1540
23,7,24,0.1692,1692,10000,1,1680,1.0,241.71428571428572,0.9641,7930,1692
24,11,25,0.1824,1824,10000,1,1807,1.0,165.8181818181818,0.9652,7797,1824
25,16,26,0.1978,1978,10000,1,1945,1.0,123.625,0.9651,7646,1978
26,18,27,0.2141,2141,10000,1,2103,1.0,118.94444444444444,0.9654,7481,2141
27,11,28,0.2321,2321,10000,1,2299,1.0,211.0,0.9652,7303,2321
28,16,29,0.2468,2468,10000,1,2427,1.5,154.25,0.9654,7141,2468
29,23,30,0.2646,2646,10000,1,2610,1.0,115.04347826086956,0.9639,6942,2646
30,27,31,0.2801,2801,10000,1,2749,1.0,103.74074074074075,0.9618,6761,2801
31,27,32,0.2979,2979,10000,1,2932,1.0,110.33333333333333,0.9592,6548,2979
32,22,33,0.3148,3148,10000,1,3077,1.5,143.0909090909091,0.9557,6352,3148
33,25,34,0.3325,3325,10000,1,3282,1.0,133.0,0.953,6130,3325
34,32,35,0.3503,3503,10000,1,3443,1.0,109.46875,0.9485,5911,3503
35,31,36,0.3737,3737,10000,1,3612,1.0,120.54838709677419,0.9444,5624,3737
36,31,37,0.392,3920,10000,1,3819,1.0,126.45161290322581,0.9391,5387,3920
37,39,38,0.4119,4119,10000,1,4024,1.0,105.61538461538461,0.9337,5130,4119
38,42,39,0.4346,4346,10000,1,4146,1.0,103.47619047619048,0.9279,4832,4346
39,54,40,0.4521,4521,10000,1,4355,1.0,83.72222222222223,0.9208,4575,4521
40,57,41,0.4712,4712,10000,1,4553,1.0,82.66666666666667,0.9126,4304,4712
41,61,42,0.486,4860,10000,1,4701,2.0,79.67213114754098,0.9046,4066,4860
42,87,43,0.4923,4923,10000,1,4197,1.0,56.58620689655172,0.8956,3919,4923
43,107,44,0.5039,5039,10000,1,4416,1.0,47.09345794392523,0.8872,3695,5039
44,114,45,0.5127,5127,10000,1,4108,2.0,44.973684210526315,0.8764,3500,5127
45,143,46,0.5207,5207,10000,1,4354,1.0,36.41258741258741,0.8657,3304,5207
46,189,47,0.5264,5264,10000,1,4305,1.0,27.85185185185185,0.8541,3125,5264
47,203,48,0.5342,5342,10000,1,4350,1.0,26.31527093596059,0.8419,2917,5342
48,239,49,0.5357,5357,10000,1,4161,2.0,22.414225941422593,0.8289,2759,5357
49,253,50,0.538,5380,10000,1,4122,2.0,21.26482213438735,0.8146,2596,5380
50,301,51,0.5363,5363,10000,1,4013,2.0,17.817275747508305,0.8006,2437,5363
51,316,52,0.5373,5373,10000,1,4003,2.0,17.003164556962027,0.783,2242,5373
52,356,53,0.5378,5378,10000,1,3935,2.0,15.106741573033707,0.7645,2090,5378
53,402,54,0.5356,5356,10000,1,3550,1.0,13.323383084577115,0.7498,1947,5356
54,429,55,0.5325,5325,10000,1,3408,1.0,12.412587412587413,0.7333,1814,5325
55,468,56,0.5255,5255,10000,1,3360,2.0,11.228632478632479,0.7169,1703,5255
56,505,57,0.5227,5227,10000,1,3159,1.0,10.35049504950495,0.6988,1558,5227
57,550,58,0.5173,5173,10000,1,2905,1.0,9.405454545454546,0.6815,1437,5173
58,589,59,0.5115,5115,10000,1,2829,1.0,8.68421052631579,0.664,1313,5115
59,616,60,0.5047,5047,10000,1,2723,2.0,8.193181818181818,0.6458,1206,5047
60,640,61,0.4945,4945,10000,1,2534,2.0,7.7265625,0.6283,1151,4945
61,670,62,0.4861,4861,10000,1,2496,2.0,7.255223880597015,0.6126,1054,4861
62,692,63,0.4776,4776,10000,1,2428,2.0,6.901734104046243,0.5945,977,4776
63,690,64,0.4663,4663,10000,1,2378,2.0,6.757971014492754,0.5783,913,4663
64,747,65,0.4531,4531,10000,1,2180,1.0,6.065595716198126,0.5606,873,4531
65,785,66,0.4406,4406,10000,1,2084,1.0,5.612738853503185,0.5434,842,4406
66,787,67,0.4288,4288,10000,1,1995,1.0,5.44853875476493,0.5278,826,4288
67,786,68,0.4153,4153,10000,1,1824,1.0,5.283715012722646,0.5144,793,4153
68,806,69,0.3991,3991,10000,1,1679,1.0,4.951612903225806,0.4976,805,3991
69,817,70,0.3836,3836,10000,1,1537,1.0,4.695226438188494,0.4826,796,3836
70,869,71,0.3683,3683,10000,1,1422,1.0,4.238204833141542,0.4662,791,3683
71,892,72,0.3563,3563,10000,1,672,1.0,3.9943946188340806,0.4504,768,3563
72,929,73,0.3415,3415,10000,1,615,1.0,3.675995694294941,0.4361,769,3415
73,936,74,0.3292,3292,10000,1,600,1.0,3.517094017094017,0.4214,764,3292
74,953,75,0.3148,3148,10000,1,491,1.0,3.303252885624344,0.4086,787,3148
75,971,76,0.2971,2971,10000,1,430,1.0,3.059732234809475,0.3965,808,2971
76,983,77,0.2844,2844,10000,1,348,1.0,2.8931841302136316,0.3809,825,2844
77,999,78,0.2704,2704,10000,1,347,1.0,2.7067067067067065,0.3699,863,2704
78,989,79,0.2587,2587,10000,1,291,1.0,2.6157735085945397,0.3597,877,2587
79,982,80,0.244,2440,10000,1,255,1.0,2.484725050916497,0.3494,902,2440
80,976,81,0.2345,2345,10000,1,264,1.0,2.4026639344262297,0.3372,913,2345
81,972,82,0.2233,2233,10000,1,249,1.0,2.2973251028806585,0.3288,949,2233
82,946,83,0.2151,2151,10000,1,235,1.0,2.273784355179704,0.3212,964,2151
83,934,84,0.2065,2065,10000,1,191,1.0,2.2109207708779444,0.3145,996,2065
84,935,85,0.1979,1979,10000,1,132,1.0,2.116577540106952,0.3091,1015,1979
85,923,86,0.1922,1922,10000,1,72,1.0,2.0823401950162514,0.3024,1025,1922
86,913,87,0.1866,1866,10000,1,48,1.0,2.0438116100766703,0.2977,1027,1866
87,896,88,0.1777,1777,10000,1,54,1.0,1.9832589285714286,0.2923,1063,1777
88,875,89,0.1709,1709,10000,1,27,1.0,1.953142857142857,0.287,1078,1709
89,861,90,0.1618,1618,10000,1,22,1.0,1.8792102206736354,0.2817,1105,1618
90,853,91,0.1565,1565,10000,1,21,1.0,1.8347010550996483,0.2753,1115,1565
91,833,92,0.1524,1524,10000,1,27,1.0,1.8295318127250901,0.271,1134,1524
92,818,93,0.1475,1475,10000,1,22,1.0,1.8031784841075795,0.2688,1165,1475
93,804,94,0.1424,1424,10000,1,20,1.0,1.771144278606965,0.267,1198,1424
94,776,95,0.1361,1361,10000,1,14,1.0,1.7538659793814433,0.2652,1229,1361
95,760,96,0.131,1310,10000,1,16,1.0,1.7236842105263157,0.262,1265,1310
96,746,97,0.1272,1272,10000,1,16,1.0,1.7050938337801609,0.2605,1292,1272
97,734,98,0.1237,1237,10000,1,16,1.0,1.6852861035422344,0.2594,1314,1237
98,719,99,0.12,1200,10000,1,16,1.0,1.6689847009735743,0.2581,1341,1200
99,711,100,0.1155,1155,10000,1,14,1.0,1.6244725738396624,0.2571,1376,1155
100,699,101,0.1108,1108,10000,1,11,1.0,1.5851216022889842,0.2561,1413,1108
101,680,102,0.1083,1083,10000,1,13,1.0,1.5926470588235293,0.2551,1422,1083
102,666,103,0.1059,1059,10000,1,11,1.0,1.59009009009009,0.2535,1442,1059
103,650,104,0.1026,1026,10000,1,9,1.0,1.5784615384615384,0.2531,1472,1026
104,636,105,0.1002,1002,10000,1,13,1.0,1.5754716981132075,0.2528,1489,1002
105,629,106,0.0988,988,10000,1,13,1.0,1.5707472178060413,0.2521,1508,988
106,613,107,0.0958,958,10000,1,13,1.0,1.5628058727569332,0.2526,1543,958
107,599,108,0.0957,957,10000,1,13,1.0,1.5976627712854758,0.2531,1556,957
108,590,109,0.0933,933,10000,1,13,1.0,1.5813559322033899,0.2543,1573,933
109,581,110,0.0922,922,10000,1,13,1.0,1.5869191049913942,0.2536,1597,922
110,569,111,0.0895,895,10000,1,12,1.0,1.5729349736379614,0.2549,1626,895
111,562,112,0.0871,871,10000,1,10,1.0,1.5498220640569396,0.2551,1648,871
112,542,113,0.0836,836,10000,1,10,1.0,1.5424354243542435,0.2549,1684,836
113,536,114,0.0802,802,10000,1,10,1.0,1.4962686567164178,0.255,1714,802
114,535,115,0.0789,789,10000,1,8,1.0,1.4747663551401868,0.2546,1740,789
115,511,116,0.0784,784,10000,1,8,1.0,1.5342465753424657,0.2559,1755,784
116,497,117,0.0758,758,10000,1,8,1.0,1.5251509054325956,0.2569,1784,758
117,498,118,0.074,740,10000,1,7,1.0,1.4859437751004017,0.2572,1814,740
118,494,119,0.0724,724,10000,1,7,1.0,1.465587044534413,0.2584,1839,724
119,473,120,0.0705,705,10000,1,8,1.0,1.4904862579281184,0.2593,1863,705
120,467,121,0.0676,676,10000,1,7,1.0,1.4475374732334048,0.2598,1900,676
121,459,122,0.0664,664,10000,1,8,1.0,1.446623093681917,0.2606,1922,664
122,452,123,0.0649,649,10000,1,7,1.0,1.4358407079646018,0.2616,1951,649
123,431,124,0.0632,632,10000,1,7,1.0,1.4663573085846868,0.263,1981,632
124,419,125,0.0605,605,10000,1,7,1.0,1.4439140811455846,0.2643,2015,605
125,409,126,0.0586,586,10000,1,7,1.0,1.4327628361858191,0.265,2050,586
126,400,127,0.0567,567,10000,1,7,1.0,1.4175,0.2666,2080,567
127,392,128,0.057,570,10000,1,8,1.0,1.4540816326530612,0.2677,2091,570
128,376,129,0.0553,553,10000,1,7,1.0,1.4707446808510638,0.2691,2115,553
129,365,130,0.0537,537,10000,1,7,1.0,1.4712328767123288,0.2698,2148,537
130,352,131,0.0513,513,10000,1,8,1.0,1.4573863636363635,0.2715,2177,513
131,336,132,0.0498,498,10000,1,6,1.0,1.4821428571428572,0.272,2199,498
132,326,133,0.0484,484,10000,1,8,1.0,1.4846625766871167,0.2727,2227,484
133,321,134,0.047,470,10000,1,7,1.0,1.4641744548286604,0.2741,2257,470
134,307,135,0.0444,444,10000,1,6,1.0,1.4462540716612378,0.2757,2288,444
135,299,136,0.0436,436,10000,1,6,1.0,1.4581939799331103,0.2762,2314,436
136,283,137,0.0413,413,10000,1,7,1.0,1.459363957597173,0.278,2346,413
137,269,138,0.0396,396,10000,1,6,1.0,1.4721189591078068,0.2789,2370,396
138,265,139,0.0377,377,10000,1,7,1.0,1.4226415094339622,0.2796,2393,377
139,252,140,0.0367,367,10000,1,10,1.0,1.4563492063492063,0.28,2415,367
140,241,141,0.0353,353,10000,1,7,1.0,1.4647302904564314,0.2812,2440,353
141,225,142,0.0338,338,10000,1,8,1.0,1.5022222222222221,0.2823,2465,338
142,233,143,0.0329,329,10000,1,9,1.0,1.4120171673819744,0.2833,2492,329
143,217,144,0.0311,311,10000,1,9,1.0,1.433179723502304,0.2851,2532,311
144,215,145,0.0303,303,10000,1,8,1.0,1.4093023255813955,0.2873,2559,303
145,209,146,0.0294,294,10000,1,6,1.0,1.4066985645933014,0.2892,2587,294
146,196,147,0.0275,275,10000,1,8,1.0,1.403061224489796,0.2911,2613,275
147,183,148,0.0259,259,10000,1,5,1.0,1.4153005464480874,0.2918,2647,259
148,172,149,0.025,250,10000,1,11,1.0,1.4534883720930232,0.2936,2672,250
149,166,150,0.0235,235,10000,1,5,1.0,1.4156626506024097,0.2952,2706,235
150,156,151,0.0228,228,10000,1,6,1.0,1.4615384615384615,0.2971,2731,228
151,150,152,0.0216,216,10000,1,8,1.0,1.44,0.2989,2761,216
152,140,153,0.0201,201,10000,1,9,1.0,1.4357142857142857,0.3007,2792,201
153,129,154,0.0184,184,10000,1,7,1.0,1.426356589147287,0.3023,2821,184
154,116,155,0.017,170,10000,1,7,1.0,1.4655172413793103,0.3035,2850,170
155,106,156,0.0156,156,10000,1,5,1.0,1.471698113207547,0.305,2879,156
156,104,157,0.0151,151,10000,1,5,1.0,1.4519230769230769,0.3065,2905,151
157,93,158,0.0127,127,10000,1,5,1.0,1.3655913978494623,0.3086,2939,127
158,85,159,0.0118,118,10000,1,5,1.0,1.388235294117647,0.3096,2966,118
159,76,160,0.011,110,10000,1,9,1.0,1.4473684210526316,0.3114,2993,110
160,69,161,0.0102,102,10000,1,9,1.0,1.4782608695652173,0.3133,3024,102
161,61,162,0.0096,96,10000,1,11,1.0,1.5737704918032787,0.3156,3049,96
162,59,163,0.0093,93,10000,1,6,1.0,1.576271186440678,0.3175,3079,93
163,57,164,0.0083,83,10000,1,6,1.0,1.456140350877193,0.3202,3112,83
164,51,165,0.0075,75,10000,1,7,1.0,1.4705882352941178,0.3225,3143,75
165,46,166,0.0066,66,10000,1,7,1.0,1.434782608695652,0.3248,3178,66
166,35,167,0.0055,55,10000,1,5,1.0,1.5714285714285714,0.3274,3211,55
167,36,168,0.0047,47,10000,1,4,1.0,1.3055555555555556,0.3296,3245,47
168,30,169,0.0045,45,10000,1,5,1.0,1.5,0.3322,3273,45
169,27,170,0.0038,38,10000,1,6,1.0,1.4074074074074074,0.3348,3308,38
170,25,171,0.0036,36,10000,1,4,1.0,1.44,0.3376,3338,36
171,23,172,0.0032,32,10000,1,4,1.0,1.391304347826087,0.3404,3372,32
172,24,173,0.003,30,10000,1,4,1.0,1.25,0.3434,3402,30
173,21,174,0.0028,28,10000,1,5,1.0,1.3333333333333333,0.3462,3432,28
174,17,175,0.0031,31,10000,1,6,1.0,1.8235294117647058,0.349,3458,31
175,20,176,0.0024,24,10000,1,2,1.0,1.2,0.3519,3494,24
176,18,177,0.0023,23,10000,1,3,1.0,1.2777777777777777,0.3548,3525,23
