,Nf,Ns,percentage_on_fire,trees_on_fire,total_area,min_fire_area,max_fire_area,median_fire_area,mean_fire_area,Density Trees,Fine,On fire
0,1,1,0.0006,6,10000,6,6,6.0,6.0,0.8982,8976,6
1,4,2,0.002,20,10000,1,10,4.5,5.0,0.9012,8992,20
2,3,3,0.004,40,10000,1,25,14.0,13.333333333333334,0.9042,9002,40
3,8,4,0.0049,49,10000,1,39,1.0,6.125,0.9072,9023,49
4,9,5,0.007,70,10000,1,59,1.0,7.777777777777778,0.9102,9032,70
5,6,6,0.0113,113,10000,1,85,1.0,18.833333333333332,0.9132,9019,113
6,4,7,0.0141,141,10000,1,128,6.0,35.25,0.9162,9021,141
7,4,8,0.0166,166,10000,1,163,1.0,41.5,0.9192,9026,166
8,2,9,0.0219,219,10000,11,208,109.5,109.5,0.9222,9003,219
9,5,10,0.0274,274,10000,1,269,1.0,54.8,0.9252,8978,274
10,2,11,0.0338,338,10000,1,337,169.0,169.0,0.9282,8944,338
11,3,12,0.037,370,10000,1,368,1.0,123.33333333333333,0.9312,8942,370
12,4,13,0.0432,432,10000,1,425,3.0,108.0,0.9342,8910,432
13,3,14,0.0488,488,10000,1,486,1.0,162.66666666666666,0.9372,8883,488
14,5,15,0.0562,562,10000,1,557,1.0,112.4,0.9401,8837,562
15,6,16,0.0635,635,10000,1,629,1.0,105.83333333333333,0.9429,8789,635
16,4,17,0.0695,695,10000,1,690,2.0,173.75,0.9454,8753,695
17,2,18,0.0769,769,10000,6,763,384.5,384.5,0.9478,8702,769
18,4,19,0.0834,834,10000,1,827,3.0,208.5,0.9501,8661,834
19,8,20,0.0908,908,10000,1,893,1.5,113.5,0.9525,8601,908
20,6,21,0.0964,964,10000,1,951,2.5,160.66666666666666,0.9539,8561,964
21,14,22,0.1023,1023,10000,1,976,2.0,73.07142857142857,0.9555,8515,1023
22,9,23,0.1069,1069,10000,1,1047,1.0,118.77777777777777,0.9568,8471,1069
23,5,24,0.1137,1137,10000,1,1129,3.0,227.4,0.957,8416,1137
24,9,25,0.1206,1206,10000,1,1195,1.0,134.0,0.9583,8350,1206
25,11,26,0.1261,1261,10000,1,1236,1.0,114.63636363636364,0.9586,8300,1261
26,11,27,0.1344,1344,10000,1,1325,1.0,122.18181818181819,0.9591,8226,1344
27,13,28,0.1401,1401,10000,1,1377,1.0,107.76923076923077,0.96,8163,1401
28,23,29,0.1451,1451,10000,1,1369,1.0,63.08695652173913,0.9594,8097,1451
29,19,30,0.1553,1553,10000,1,1507,1.0,81.73684210526316,0.9578,7996,1553
30,19,31,0.165,1650,10000,1,1598,1.0,86.84210526315789,0.9579,7894,1650
